season,week,teamOwner,teamName,teamWeekTotal,teamWeekRank,teamRecordPre,teamMatchupResult,teamRecordPost,teamOwnerOpponent,teamNameOpponent,teamWeekTotalOpponent,teamWeekRankOpponent,teamRecordPreOpponent,teamRecordPostOpponent
2013,2,Colin,Im a scientist,134.8,1,0-1-0,Win,1-1-0,Matt,Mongorians,127.22,4,1-0-0,1-1-0
2013,2,Mike,MrPigSkinner,120.83,5,1-0-0,Loss,1-1-0,Brian,DoyouseewhathappensLarry,131.93,2,0-1-0,1-1-0
2013,3,AJ,Hunting Horwitz,101.96,3,1-1-0,Win,2-1-0,Sam,Gnarly Bush,82.33,10,1-1-0,1-2-0
2013,3,Mike,Donkey Punch,114.18,2,0-2-0,Win,1-2-0,Kameron,Drunken Monkeys,94.06,7,0-2-0,0-3-0
2013,3,Rob,Senor Manberto,99.32,5,2-0-0,Win,3-0-0,dan,DR Philthy,88.66,9,2-0-0,2-1-0
2013,3,Colin,Im a scientist,145.24,1,1-1-0,Win,2-1-0,Aaron,I Cursed AJ Crane,79.04,12,2-0-0,2-1-0
2013,3,Mike,MrPigSkinner,100.42,4,1-1-0,Win,2-1-0,Matthew,Turf Muncher,80.1,11,0-2-0,0-3-0
2013,3,Brian,DoyouseewhathappensLarry,94.64,6,1-1-0,Win,2-1-0,Matt,Mongorians,89.1,8,1-1-0,1-2-0
2013,3,Sam,Gnarly Bush,82.33,10,1-1-0,Loss,1-2-0,AJ,Hunting Horwitz,101.96,3,1-1-0,2-1-0
2013,3,Kameron,Drunken Monkeys,94.06,7,0-2-0,Loss,0-3-0,Mike,Donkey Punch,114.18,2,0-2-0,1-2-0
2013,3,dan,DR Philthy,88.66,9,2-0-0,Loss,2-1-0,Rob,Senor Manberto,99.32,5,2-0-0,3-0-0
2013,3,Aaron,I Cursed AJ Crane,79.04,12,2-0-0,Loss,2-1-0,Colin,Im a scientist,145.24,1,1-1-0,2-1-0
2013,3,Matthew,Turf Muncher,80.1,11,0-2-0,Loss,0-3-0,Mike,MrPigSkinner,100.42,4,1-1-0,2-1-0
2013,3,Matt,Mongorians,89.1,8,1-1-0,Loss,1-2-0,Brian,DoyouseewhathappensLarry,94.64,6,1-1-0,2-1-0
2013,4,Mike,Donkey Punch,111.52,6,1-2-0,Win,2-2-0,AJ,Hunting Horwitz,102.45,9,2-1-0,2-2-0
2013,4,Sam,Gnarly Bush,140.54,1,1-2-0,Win,2-2-0,Rob,Senor Manberto,97.22,11,3-0-0,3-1-0
2013,4,Kameron,Drunken Monkeys,109.08,7,0-3-0,Win,1-3-0,Colin,Im a scientist,99.38,10,2-1-0,2-2-0
2013,4,dan,DR Philthy,123.78,4,2-1-0,Loss,2-2-0,Mike,MrPigSkinner,128.44,3,2-1-0,3-1-0
2013,4,Aaron,I Cursed AJ Crane,78.02,12,2-1-0,Loss,2-2-0,Brian,DoyouseewhathappensLarry,136.91,2,2-1-0,3-1-0
2013,4,Matthew,Turf Muncher,119.78,5,0-3-0,Win,1-3-0,Matt,Mongorians,106.08,8,1-2-0,1-3-0
2013,4,AJ,Hunting Horwitz,102.45,9,2-1-0,Loss,2-2-0,Mike,Donkey Punch,111.52,6,1-2-0,2-2-0
2013,4,Rob,Senor Manberto,97.22,11,3-0-0,Loss,3-1-0,Sam,Gnarly Bush,140.54,1,1-2-0,2-2-0
2013,4,Colin,Im a scientist,99.38,10,2-1-0,Loss,2-2-0,Kameron,Drunken Monkeys,109.08,7,0-3-0,1-3-0
2013,4,Mike,MrPigSkinner,128.44,3,2-1-0,Win,3-1-0,dan,DR Philthy,123.78,4,2-1-0,2-2-0
2013,4,Brian,DoyouseewhathappensLarry,136.91,2,2-1-0,Win,3-1-0,Aaron,I Cursed AJ Crane,78.02,12,2-1-0,2-2-0
2013,4,Matt,Mongorians,106.08,8,1-2-0,Loss,1-3-0,Matthew,Turf Muncher,119.78,5,0-3-0,1-3-0
2013,5,AJ,Hunting Horwitz,112.93,4,2-2-0,Win,3-2-0,Rob,Senor Manberto,101.44,6,3-1-0,3-2-0
2013,5,Colin,Im a scientist,67.46,12,2-2-0,Loss,2-3-0,Mike,Donkey Punch,102.32,5,2-2-0,3-2-0
2013,5,Mike,MrPigSkinner,98.19,8,3-1-0,Loss,3-2-0,Sam,Gnarly Bush,98.58,7,2-2-0,3-2-0
2013,5,Brian,DoyouseewhathappensLarry,138.63,2,3-1-0,Win,4-1-0,Kameron,Drunken Monkeys,119.06,3,1-3-0,1-4-0
2013,5,Matt,Mongorians,88.68,10,1-3-0,Loss,1-4-0,dan,DR Philthy,143.16,1,2-2-0,3-2-0
2013,5,Matthew,Turf Muncher,95.82,9,1-3-0,Win,2-3-0,Aaron,I Cursed AJ Crane,80.67,11,2-2-0,2-3-0
2013,5,Rob,Senor Manberto,101.44,6,3-1-0,Loss,3-2-0,AJ,Hunting Horwitz,112.93,4,2-2-0,3-2-0
2013,5,Mike,Donkey Punch,102.32,5,2-2-0,Win,3-2-0,Colin,Im a scientist,67.46,12,2-2-0,2-3-0
2013,5,Sam,Gnarly Bush,98.58,7,2-2-0,Win,3-2-0,Mike,MrPigSkinner,98.19,8,3-1-0,3-2-0
2013,5,Kameron,Drunken Monkeys,119.06,3,1-3-0,Loss,1-4-0,Brian,DoyouseewhathappensLarry,138.63,2,3-1-0,4-1-0
2013,5,dan,DR Philthy,143.16,1,2-2-0,Win,3-2-0,Matt,Mongorians,88.68,10,1-3-0,1-4-0
2013,5,Aaron,I Cursed AJ Crane,80.67,11,2-2-0,Loss,2-3-0,Matthew,Turf Muncher,95.82,9,1-3-0,2-3-0
2013,6,Colin,Im a scientist,92.17,5,2-3-0,Win,3-3-0,AJ,Hunting Horwitz,90.2,7,3-2-0,3-3-0
2013,6,Rob,Senor Manberto,91.78,6,3-2-0,Win,4-2-0,Mike,MrPigSkinner,87.13,9,3-2-0,3-3-0
2013,6,Mike,Donkey Punch,107.54,3,3-2-0,Win,4-2-0,Brian,DoyouseewhathappensLarry,101.98,4,4-1-0,4-2-0
2013,6,Sam,Gnarly Bush,108.7,2,3-2-0,Win,4-2-0,Matt,Mongorians,85.72,10,1-4-0,1-5-0
2013,6,Kameron,Drunken Monkeys,74.98,11,1-4-0,Loss,1-5-0,Matthew,Turf Muncher,87.14,8,2-3-0,3-3-0
2013,6,dan,DR Philthy,136.5,1,3-2-0,Win,4-2-0,Aaron,I Cursed AJ Crane,65.3,12,2-3-0,2-4-0
2013,6,AJ,Hunting Horwitz,90.2,7,3-2-0,Loss,3-3-0,Colin,Im a scientist,92.17,5,2-3-0,3-3-0
2013,6,Mike,MrPigSkinner,87.13,9,3-2-0,Loss,3-3-0,Rob,Senor Manberto,91.78,6,3-2-0,4-2-0
2013,6,Brian,DoyouseewhathappensLarry,101.98,4,4-1-0,Loss,4-2-0,Mike,Donkey Punch,107.54,3,3-2-0,4-2-0
2013,6,Matt,Mongorians,85.72,10,1-4-0,Loss,1-5-0,Sam,Gnarly Bush,108.7,2,3-2-0,4-2-0
2013,6,Matthew,Turf Muncher,87.14,8,2-3-0,Win,3-3-0,Kameron,Drunken Monkeys,74.98,11,1-4-0,1-5-0
2013,6,Aaron,I Cursed AJ Crane,65.3,12,2-3-0,Loss,2-4-0,dan,DR Philthy,136.5,1,3-2-0,4-2-0
2013,7,AJ,Hunting Horwitz,109.57,3,3-3-0,Win,4-3-0,Mike,MrPigSkinner,105.56,5,3-3-0,3-4-0
2013,7,Brian,DoyouseewhathappensLarry,110.28,2,4-2-0,Win,5-2-0,Colin,Im a scientist,108.13,4,3-3-0,3-4-0
2013,7,Matt,Mongorians,72.88,12,1-5-0,Loss,1-6-0,Rob,Senor Manberto,75.73,11,4-2-0,5-2-0
2013,7,Matthew,Turf Muncher,104.86,6,3-3-0,Win,4-3-0,Mike,Donkey Punch,77.8,10,4-2-0,4-3-0
2013,7,Aaron,I Cursed AJ Crane,87.12,9,2-4-0,Loss,2-5-0,Sam,Gnarly Bush,88.05,8,4-2-0,5-2-0
2013,7,dan,DR Philthy,97.74,7,4-2-0,Loss,4-3-0,Kameron,Drunken Monkeys,117.12,1,1-5-0,2-5-0
2013,7,Mike,MrPigSkinner,105.56,5,3-3-0,Loss,3-4-0,AJ,Hunting Horwitz,109.57,3,3-3-0,4-3-0
2013,7,Colin,Im a scientist,108.13,4,3-3-0,Loss,3-4-0,Brian,DoyouseewhathappensLarry,110.28,2,4-2-0,5-2-0
2013,7,Rob,Senor Manberto,75.73,11,4-2-0,Win,5-2-0,Matt,Mongorians,72.88,12,1-5-0,1-6-0
2013,7,Mike,Donkey Punch,77.8,10,4-2-0,Loss,4-3-0,Matthew,Turf Muncher,104.86,6,3-3-0,4-3-0
2013,7,Sam,Gnarly Bush,88.05,8,4-2-0,Win,5-2-0,Aaron,I Cursed AJ Crane,87.12,9,2-4-0,2-5-0
2013,7,Kameron,Drunken Monkeys,117.12,1,1-5-0,Win,2-5-0,dan,DR Philthy,97.74,7,4-2-0,4-3-0
2013,8,Brian,DoyouseewhathappensLarry,103.54,6,5-2-0,Win,6-2-0,AJ,Hunting Horwitz,72.27,9,4-3-0,4-4-0
2013,8,Mike,MrPigSkinner,90.27,8,3-4-0,Win,4-4-0,Matt,Mongorians,68.62,11,1-6-0,1-7-0
2013,8,Colin,Im a scientist,133.48,2,3-4-0,Win,4-4-0,Matthew,Turf Muncher,116.56,5,4-3-0,4-4-0
2013,8,Rob,Senor Manberto,94.26,7,5-2-0,Win,6-2-0,Aaron,I Cursed AJ Crane,57.6,12,2-5-0,2-6-0
2013,8,Mike,Donkey Punch,119.81,4,4-3-0,Loss,4-4-0,dan,DR Philthy,140.76,1,4-3-0,5-3-0
2013,8,Sam,Gnarly Bush,69.94,10,5-2-0,Loss,5-3-0,Kameron,Drunken Monkeys,128.0,3,2-5-0,3-5-0
2013,8,AJ,Hunting Horwitz,72.27,9,4-3-0,Loss,4-4-0,Brian,DoyouseewhathappensLarry,103.54,6,5-2-0,6-2-0
2013,8,Matt,Mongorians,68.62,11,1-6-0,Loss,1-7-0,Mike,MrPigSkinner,90.27,8,3-4-0,4-4-0
2013,8,Matthew,Turf Muncher,116.56,5,4-3-0,Loss,4-4-0,Colin,Im a scientist,133.48,2,3-4-0,4-4-0
2013,8,Aaron,I Cursed AJ Crane,57.6,12,2-5-0,Loss,2-6-0,Rob,Senor Manberto,94.26,7,5-2-0,6-2-0
2013,8,dan,DR Philthy,140.76,1,4-3-0,Win,5-3-0,Mike,Donkey Punch,119.81,4,4-3-0,4-4-0
2013,8,Kameron,Drunken Monkeys,128.0,3,2-5-0,Win,3-5-0,Sam,Gnarly Bush,69.94,10,5-2-0,5-3-0
2013,9,AJ,Hunting Horwitz,75.58,11,4-4-0,Win,5-4-0,Matt,Mongorians,33.4,12,1-7-0,1-8-0
2013,9,Matthew,Turf Muncher,107.52,7,4-4-0,Win,5-4-0,Brian,DoyouseewhathappensLarry,76.42,10,6-2-0,6-3-0
2013,9,Aaron,I Cursed AJ Crane,108.3,6,2-6-0,Loss,2-7-0,Mike,MrPigSkinner,115.28,4,4-4-0,5-4-0
2013,9,dan,DR Philthy,95.63,8,5-3-0,Loss,5-4-0,Colin,Im a scientist,114.94,5,4-4-0,5-4-0
2013,9,Kameron,Drunken Monkeys,141.24,2,3-5-0,Win,4-5-0,Rob,Senor Manberto,92.88,9,6-2-0,6-3-0
2013,9,Sam,Gnarly Bush,149.61,1,5-3-0,Win,6-3-0,Mike,Donkey Punch,128.38,3,4-4-0,4-5-0
2013,9,Matt,Mongorians,33.4,12,1-7-0,Loss,1-8-0,AJ,Hunting Horwitz,75.58,11,4-4-0,5-4-0
2013,9,Brian,DoyouseewhathappensLarry,76.42,10,6-2-0,Loss,6-3-0,Matthew,Turf Muncher,107.52,7,4-4-0,5-4-0
2013,9,Mike,MrPigSkinner,115.28,4,4-4-0,Win,5-4-0,Aaron,I Cursed AJ Crane,108.3,6,2-6-0,2-7-0
2013,9,Colin,Im a scientist,114.94,5,4-4-0,Win,5-4-0,dan,DR Philthy,95.63,8,5-3-0,5-4-0
2013,9,Rob,Senor Manberto,92.88,9,6-2-0,Loss,6-3-0,Kameron,Drunken Monkeys,141.24,2,3-5-0,4-5-0
2013,9,Mike,Donkey Punch,128.38,3,4-4-0,Loss,4-5-0,Sam,Gnarly Bush,149.61,1,5-3-0,6-3-0
2013,10,Matthew,Turf Muncher,66.28,12,5-4-0,Loss,5-5-0,AJ,Hunting Horwitz,120.12,3,5-4-0,6-4-0
2013,10,Matt,Mongorians,101.06,5,1-8-0,Win,2-8-0,Aaron,I Cursed AJ Crane,84.4,8,2-7-0,2-8-0
2013,10,Brian,DoyouseewhathappensLarry,88.86,7,6-3-0,Win,7-3-0,dan,DR Philthy,72.1,11,5-4-0,5-5-0
2013,10,Mike,MrPigSkinner,114.05,4,5-4-0,Win,6-4-0,Kameron,Drunken Monkeys,92.12,6,4-5-0,4-6-0
2013,10,Colin,Im a scientist,129.87,2,5-4-0,Win,6-4-0,Sam,Gnarly Bush,84.06,9,6-3-0,6-4-0
2013,10,Rob,Senor Manberto,81.42,10,6-3-0,Loss,6-4-0,Mike,Donkey Punch,135.08,1,4-5-0,5-5-0
2013,10,AJ,Hunting Horwitz,120.12,3,5-4-0,Win,6-4-0,Matthew,Turf Muncher,66.28,12,5-4-0,5-5-0
2013,10,Aaron,I Cursed AJ Crane,84.4,8,2-7-0,Loss,2-8-0,Matt,Mongorians,101.06,5,1-8-0,2-8-0
2013,10,dan,DR Philthy,72.1,11,5-4-0,Loss,5-5-0,Brian,DoyouseewhathappensLarry,88.86,7,6-3-0,7-3-0
2013,10,Kameron,Drunken Monkeys,92.12,6,4-5-0,Loss,4-6-0,Mike,MrPigSkinner,114.05,4,5-4-0,6-4-0
2013,10,Sam,Gnarly Bush,84.06,9,6-3-0,Loss,6-4-0,Colin,Im a scientist,129.87,2,5-4-0,6-4-0
2013,10,Mike,Donkey Punch,135.08,1,4-5-0,Win,5-5-0,Rob,Senor Manberto,81.42,10,6-3-0,6-4-0
2013,11,AJ,Hunting Horwitz,108.17,4,6-4-0,Win,7-4-0,Aaron,I Cursed AJ Crane,82.26,11,2-8-0,2-9-0
2013,11,dan,DR Philthy,84.02,10,5-5-0,Loss,5-6-0,Matthew,Turf Muncher,93.51,9,5-5-0,6-5-0
2013,11,Kameron,Drunken Monkeys,106.95,5,4-6-0,Loss,4-7-0,Matt,Mongorians,113.48,3,2-8-0,3-8-0
2013,11,Sam,Gnarly Bush,63.87,12,6-4-0,Loss,6-5-0,Brian,DoyouseewhathappensLarry,100.36,7,7-3-0,8-3-0
2013,11,Mike,Donkey Punch,97.0,8,5-5-0,Loss,5-6-0,Mike,MrPigSkinner,144.36,1,6-4-0,7-4-0
2013,11,Rob,Senor Manberto,101.47,6,6-4-0,Loss,6-5-0,Colin,Im a scientist,134.79,2,6-4-0,7-4-0
2013,11,Aaron,I Cursed AJ Crane,82.26,11,2-8-0,Loss,2-9-0,AJ,Hunting Horwitz,108.17,4,6-4-0,7-4-0
2013,11,Matthew,Turf Muncher,93.51,9,5-5-0,Win,6-5-0,dan,DR Philthy,84.02,10,5-5-0,5-6-0
2013,11,Matt,Mongorians,113.48,3,2-8-0,Win,3-8-0,Kameron,Drunken Monkeys,106.95,5,4-6-0,4-7-0
2013,11,Brian,DoyouseewhathappensLarry,100.36,7,7-3-0,Win,8-3-0,Sam,Gnarly Bush,63.87,12,6-4-0,6-5-0
2013,11,Mike,MrPigSkinner,144.36,1,6-4-0,Win,7-4-0,Mike,Donkey Punch,97.0,8,5-5-0,5-6-0
2013,11,Colin,Im a scientist,134.79,2,6-4-0,Win,7-4-0,Rob,Senor Manberto,101.47,6,6-4-0,6-5-0
2013,12,dan,DR Philthy,70.07,11,5-6-0,Loss,5-7-0,AJ,Hunting Horwitz,102.62,6,7-4-0,8-4-0
2013,12,Aaron,I Cursed AJ Crane,67.86,12,2-9-0,Loss,2-10-0,Kameron,Drunken Monkeys,116.92,4,4-7-0,5-7-0
2013,12,Matthew,Turf Muncher,125.4,3,6-5-0,Win,7-5-0,Sam,Gnarly Bush,70.76,10,6-5-0,6-6-0
2013,12,Matt,Mongorians,97.08,7,3-8-0,Loss,3-9-0,Mike,Donkey Punch,131.12,1,5-6-0,6-6-0
2013,12,Brian,DoyouseewhathappensLarry,72.55,9,8-3-0,Loss,8-4-0,Rob,Senor Manberto,130.61,2,6-5-0,7-5-0
2013,12,Mike,MrPigSkinner,110.39,5,7-4-0,Win,8-4-0,Colin,Im a scientist,92.09,8,7-4-0,7-5-0
2013,12,AJ,Hunting Horwitz,102.62,6,7-4-0,Win,8-4-0,dan,DR Philthy,70.07,11,5-6-0,5-7-0
2013,12,Kameron,Drunken Monkeys,116.92,4,4-7-0,Win,5-7-0,Aaron,I Cursed AJ Crane,67.86,12,2-9-0,2-10-0
2013,12,Sam,Gnarly Bush,70.76,10,6-5-0,Loss,6-6-0,Matthew,Turf Muncher,125.4,3,6-5-0,7-5-0
2013,12,Mike,Donkey Punch,131.12,1,5-6-0,Win,6-6-0,Matt,Mongorians,97.08,7,3-8-0,3-9-0
2013,12,Rob,Senor Manberto,130.61,2,6-5-0,Win,7-5-0,Brian,DoyouseewhathappensLarry,72.55,9,8-3-0,8-4-0
2013,12,Colin,Im a scientist,92.09,8,7-4-0,Loss,7-5-0,Mike,MrPigSkinner,110.39,5,7-4-0,8-4-0
2013,13,AJ,Hunting Horwitz,122.68,3,8-4-0,Win,9-4-0,Kameron,Drunken Monkeys,109.12,6,5-7-0,5-8-0
2013,13,Sam,Gnarly Bush,157.44,1,6-6-0,Win,7-6-0,dan,DR Philthy,101.45,8,5-7-0,5-8-0
2013,13,Mike,Donkey Punch,81.58,12,6-6-0,Loss,6-7-0,Aaron,I Cursed AJ Crane,104.9,7,2-10-0,3-10-0
2013,13,Rob,Senor Manberto,96.18,10,7-5-0,Loss,7-6-0,Matthew,Turf Muncher,115.8,5,7-5-0,8-5-0
2013,13,Colin,Im a scientist,147.73,2,7-5-0,Win,8-5-0,Matt,Mongorians,97.2,9,3-9-0,3-10-0
2013,13,Mike,MrPigSkinner,118.99,4,8-4-0,Win,9-4-0,Brian,DoyouseewhathappensLarry,87.83,11,8-4-0,8-5-0
2013,13,Kameron,Drunken Monkeys,109.12,6,5-7-0,Loss,5-8-0,AJ,Hunting Horwitz,122.68,3,8-4-0,9-4-0
2013,13,dan,DR Philthy,101.45,8,5-7-0,Loss,5-8-0,Sam,Gnarly Bush,157.44,1,6-6-0,7-6-0
2013,13,Aaron,I Cursed AJ Crane,104.9,7,2-10-0,Win,3-10-0,Mike,Donkey Punch,81.58,12,6-6-0,6-7-0
2013,13,Matthew,Turf Muncher,115.8,5,7-5-0,Win,8-5-0,Rob,Senor Manberto,96.18,10,7-5-0,7-6-0
2013,13,Matt,Mongorians,97.2,9,3-9-0,Loss,3-10-0,Colin,Im a scientist,147.73,2,7-5-0,8-5-0
2013,13,Brian,DoyouseewhathappensLarry,87.83,11,8-4-0,Loss,8-5-0,Mike,MrPigSkinner,118.99,4,8-4-0,9-4-0
2013,14,Kameron,Drunken Monkeys,99.08,6,5-8-0,Loss,5-8-0,Matt,Mongorians,106.74,3,3-10-0,3-10-0
2013,14,dan,DR Philthy,88.81,7,5-8-0,Win,5-8-0,Aaron,I Cursed AJ Crane,82.86,8,3-10-0,3-10-0
2013,14,Brian,DoyouseewhathappensLarry,131.6,1,8-5-0,Win,8-5-0,Matthew,Turf Muncher,122.36,2,8-5-0,8-5-0
2013,14,Colin,Im a scientist,99.76,5,8-5-0,Loss,8-5-0,Sam,Gnarly Bush,105.88,4,7-6-0,7-6-0
2013,14,Matt,Mongorians,106.74,3,3-10-0,Win,3-10-0,Kameron,Drunken Monkeys,99.08,6,5-8-0,5-8-0
2013,14,Aaron,I Cursed AJ Crane,82.86,8,3-10-0,Loss,3-10-0,dan,DR Philthy,88.81,7,5-8-0,5-8-0
2013,14,Matthew,Turf Muncher,122.36,2,8-5-0,Loss,8-5-0,Brian,DoyouseewhathappensLarry,131.6,1,8-5-0,8-5-0
2013,14,Sam,Gnarly Bush,105.88,4,7-6-0,Win,7-6-0,Colin,Im a scientist,99.76,5,8-5-0,8-5-0
2013,15,Rob,Senor Manberto,149.07,1,7-6-0,Win,7-6-0,Matt,Mongorians,87.3,8,3-10-0,3-10-0
2013,15,dan,DR Philthy,100.03,7,5-8-0,Loss,5-8-0,Mike,Donkey Punch,136.89,2,6-7-0,6-7-0
2013,15,Mike,MrPigSkinner,117.52,5,9-4-0,Loss,9-4-0,Brian,DoyouseewhathappensLarry,131.0,3,8-5-0,8-5-0
2013,15,Sam,Gnarly Bush,120.63,4,7-6-0,Win,7-6-0,AJ,Hunting Horwitz,115.42,6,9-4-0,9-4-0
2013,15,Matt,Mongorians,87.3,8,3-10-0,Loss,3-10-0,Rob,Senor Manberto,149.07,1,7-6-0,7-6-0
2013,15,Mike,Donkey Punch,136.89,2,6-7-0,Win,6-7-0,dan,DR Philthy,100.03,7,5-8-0,5-8-0
2013,15,Brian,DoyouseewhathappensLarry,131.0,3,8-5-0,Win,8-5-0,Mike,MrPigSkinner,117.52,5,9-4-0,9-4-0
2013,15,AJ,Hunting Horwitz,115.42,6,9-4-0,Loss,9-4-0,Sam,Gnarly Bush,120.63,4,7-6-0,7-6-0
2013,16,Rob,Senor Manberto,118.91,2,7-6-0,Win,7-6-0,Mike,Donkey Punch,102.47,5,6-7-0,6-7-0
2013,16,Matt,Mongorians,42.75,12,3-10-0,Loss,3-10-0,dan,DR Philthy,104.1,4,5-8-0,5-8-0
2013,16,Kameron,Drunken Monkeys,89.14,8,5-8-0,Win,5-8-0,Aaron,I Cursed AJ Crane,79.14,9,3-10-0,3-10-0
2013,16,Brian,DoyouseewhathappensLarry,147.01,1,8-5-0,Win,8-5-0,Sam,Gnarly Bush,98.78,6,7-6-0,7-6-0
2013,16,Mike,MrPigSkinner,94.0,7,9-4-0,Loss,9-4-0,AJ,Hunting Horwitz,116.9,3,9-4-0,9-4-0
2013,16,Matthew,Turf Muncher,74.92,11,8-5-0,Loss,8-5-0,Colin,Im a scientist,78.17,10,8-5-0,8-5-0
2013,16,Mike,Donkey Punch,102.47,5,6-7-0,Loss,6-7-0,Rob,Senor Manberto,118.91,2,7-6-0,7-6-0
2013,16,dan,DR Philthy,104.1,4,5-8-0,Win,5-8-0,Matt,Mongorians,42.75,12,3-10-0,3-10-0
2013,16,Aaron,I Cursed AJ Crane,79.14,9,3-10-0,Loss,3-10-0,Kameron,Drunken Monkeys,89.14,8,5-8-0,5-8-0
2013,16,Sam,Gnarly Bush,98.78,6,7-6-0,Loss,7-6-0,Brian,DoyouseewhathappensLarry,147.01,1,8-5-0,8-5-0
2013,16,AJ,Hunting Horwitz,116.9,3,9-4-0,Win,9-4-0,Mike,MrPigSkinner,94.0,7,9-4-0,9-4-0
2013,16,Colin,Im a scientist,78.17,10,8-5-0,Win,8-5-0,Matthew,Turf Muncher,74.92,11,8-5-0,8-5-0
2014,1,AJ,Dick Flickers,149.49,2,0-0-0,Win,1-0-0,dan,DR Philthy,74.66,10,0-0-0,0-1-0
2014,1,Kameron,Drunken Monkeys,73.91,11,0-0-0,Loss,0-1-0,Aaron,1 Horse Sized Duck,94.84,7,0-0-0,1-0-0
2014,1,Sam,Team A-Murray-ca World Police,117.04,5,0-0-0,Loss,0-1-0,Matthew,Turf Muncher,151.72,1,0-0-0,1-0-0
2014,1,Mike,Donkey Punch,65.16,12,0-0-0,Loss,0-1-0,Matt,Mongorians,125.1,3,0-0-0,1-0-0
2014,1,Rob,senor manberto,88.67,8,0-0-0,Loss,0-1-0,Brian,DoyouseewhathappensLarry,124.24,4,0-0-0,1-0-0
2014,1,Colin,Im a scientist,77.04,9,0-0-0,Loss,0-1-0,Mike,MrPigSkinner,100.52,6,0-0-0,1-0-0
2014,1,dan,DR Philthy,74.66,10,0-0-0,Loss,0-1-0,AJ,Dick Flickers,149.49,2,0-0-0,1-0-0
2014,1,Aaron,1 Horse Sized Duck,94.84,7,0-0-0,Win,1-0-0,Kameron,Drunken Monkeys,73.91,11,0-0-0,0-1-0
2014,1,Matthew,Turf Muncher,151.72,1,0-0-0,Win,1-0-0,Sam,Team A-Murray-ca World Police,117.04,5,0-0-0,0-1-0
2014,1,Matt,Mongorians,125.1,3,0-0-0,Win,1-0-0,Mike,Donkey Punch,65.16,12,0-0-0,0-1-0
2014,1,Brian,DoyouseewhathappensLarry,124.24,4,0-0-0,Win,1-0-0,Rob,senor manberto,88.67,8,0-0-0,0-1-0
2014,1,Mike,MrPigSkinner,100.52,6,0-0-0,Win,1-0-0,Colin,Im a scientist,77.04,9,0-0-0,0-1-0
2014,2,Kameron,Drunken Monkeys,93.34,7,0-1-0,Loss,0-2-0,AJ,Dick Flickers,133.91,1,1-0-0,2-0-0
2014,2,dan,DR Philthy,71.28,12,0-1-0,Loss,0-2-0,Sam,Team A-Murray-ca World Police,98.58,6,0-1-0,1-1-0
2014,2,Aaron,1 Horse Sized Duck,100.32,5,1-0-0,Win,2-0-0,Mike,Donkey Punch,72.66,11,0-1-0,0-2-0
2014,2,Matthew,Turf Muncher,91.04,9,1-0-0,Loss,1-1-0,Rob,senor manberto,122.01,2,0-1-0,1-1-0
2014,2,Matt,Mongorians,107.38,4,1-0-0,Loss,1-1-0,Colin,Im a scientist,109.04,3,0-1-0,1-1-0
2014,2,Brian,DoyouseewhathappensLarry,92.44,8,1-0-0,Win,2-0-0,Mike,MrPigSkinner,76.68,10,1-0-0,1-1-0
2014,2,AJ,Dick Flickers,133.91,1,1-0-0,Win,2-0-0,Kameron,Drunken Monkeys,93.34,7,0-1-0,0-2-0
2014,2,Sam,Team A-Murray-ca World Police,98.58,6,0-1-0,Win,1-1-0,dan,DR Philthy,71.28,12,0-1-0,0-2-0
2014,2,Mike,Donkey Punch,72.66,11,0-1-0,Loss,0-2-0,Aaron,1 Horse Sized Duck,100.32,5,1-0-0,2-0-0
2014,2,Rob,senor manberto,122.01,2,0-1-0,Win,1-1-0,Matthew,Turf Muncher,91.04,9,1-0-0,1-1-0
2014,2,Colin,Im a scientist,109.04,3,0-1-0,Win,1-1-0,Matt,Mongorians,107.38,4,1-0-0,1-1-0
2014,2,Mike,MrPigSkinner,76.68,10,1-0-0,Loss,1-1-0,Brian,DoyouseewhathappensLarry,92.44,8,1-0-0,2-0-0
2014,3,AJ,Dick Flickers,106.75,4,2-0-0,Loss,2-1-0,Sam,Team A-Murray-ca World Police,123.4,2,1-1-0,2-1-0
2014,3,Mike,Donkey Punch,71.96,10,0-2-0,Win,1-2-0,Kameron,Drunken Monkeys,56.9,12,0-2-0,0-3-0
2014,3,Rob,senor manberto,97.73,5,1-1-0,Win,2-1-0,dan,DR Philthy,64.6,11,0-2-0,0-3-0
2014,3,Colin,Im a scientist,85.18,7,1-1-0,Win,2-1-0,Aaron,1 Horse Sized Duck,77.8,8,2-0-0,2-1-0
2014,3,Mike,MrPigSkinner,115.02,3,1-1-0,Win,2-1-0,Matthew,Turf Muncher,90.84,6,1-1-0,1-2-0
2014,3,Brian,DoyouseewhathappensLarry,75.34,9,2-0-0,Loss,2-1-0,Matt,Mongorians,132.7,1,1-1-0,2-1-0
2014,3,Sam,Team A-Murray-ca World Police,123.4,2,1-1-0,Win,2-1-0,AJ,Dick Flickers,106.75,4,2-0-0,2-1-0
2014,3,Kameron,Drunken Monkeys,56.9,12,0-2-0,Loss,0-3-0,Mike,Donkey Punch,71.96,10,0-2-0,1-2-0
2014,3,dan,DR Philthy,64.6,11,0-2-0,Loss,0-3-0,Rob,senor manberto,97.73,5,1-1-0,2-1-0
